"SDG","SDG target","SDG indicator","Indicator Code","Indicator name","Geographical area code","Geographical area name","Year","Value","Time detail","Source","Footnote","Type of data","Units","Age group","Bounds","Frequency","Level/Status","Location","Type of reporting","Sex","SDG 6 Data portal level"
"","","6.1.1","","Drinking water,Total","","Gabon","2022","94.89295107088","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","French Guiana","2022","94.35883804812","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","French Polynesia","2022","100","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","France","2022","100","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Finland","2022","100","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Fiji","2022","96.239645083008","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Faroe Islands","2022","100","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Estonia","2022","100","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Ethiopia","2022","79.512557899918","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","El Salvador","2022","98.792142071218","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Ecuador","2022","95.703343231402","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Dominican Republic","2022","97.203901912912","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Benin","2022","75.37303855317","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Denmark","2022","100","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Czechia","2022","99.880856628699","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Cyprus","2022","99.765062735221","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Cuba","2022","97.575735532719","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Cook Islands","2022","99.971610217301","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Costa Rica","2022","100","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Democratic Republic of the Congo","2022","59.076318579204","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Mayotte","2022","96.371179705479","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","China","2022","98.12739614849","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Colombia","2022","97.744221590281","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Chile","2022","99.999998296323","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Sri Lanka","2022","91.103902031199","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Chad","2022","64.537272884917","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Central African Republic","2022","62.930339407764","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Cayman Islands","2022","95.497852760736","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Cabo Verde","2022","97.295290093114","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Canada","2022","99.222184314589","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Cameroon","2022","83.82427688047","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Cambodia","2022","89.547025847103","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Belarus","2022","99.47084920546","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Burundi","2022","81.7869604503","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Myanmar","2022","83.081561309555","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Bulgaria","2022","99.062532788119","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Brunei Darussalam","2022","99.900051164149","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","British Virgin Islands","2022","99.864383561644","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Belize","2022","99.653464461471","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Brazil","2022","99.593771307022","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Botswana","2022","97.122727039378","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Bosnia and Herzegovina","2022","99.936515857064","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Bermuda","2022","99.903140017064","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Bhutan","2022","99.782119180078","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Bolivia (Plurinational State of)","2022","94.250052004785","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Belgium","2022","100","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Barbados","2022","98.782050994764","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Bangladesh","2022","99.284149918391","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Armenia","2022","99.968304497084","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Bahrain","2022","99.919899020983","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Austria","2022","99.999999366409","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Australia","2022","99.969731391814","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Azerbaijan","2022","98.706688787284","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Andorra","2022","100","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Angola","2022","67.017189375735","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Antigua and Barbuda","2022","98.364935618303","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Afghanistan","2022","83.346762056561","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Albania","2022","96.967795556689","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","6.1.1","","Drinking water,Total","","Algeria","2022","99.587409968005","","WHO, UNICEF","","","","","","","","National","","","Proportion of population using an improved drinking-water source > Total"
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
